Date,Summary,Aircraft type,Operator,Passengers,Crew,Fatalities,Injuries,Survivors,Name,Year,Link,Location,Latitude,Longitude,Onboard,Death Rate,Injury Rate
17 September 2018 (2018-09-17),,,,,,,,,,2018,https://en.wikipedia.org/wiki/Syria_missile_strikes_(September_2018),,,,0.0,0.0,0.0
"February 13, 2018",Emergency landing following engine failure in cruise,Boeing 777-222,United Airlines,363.0,15.0,,0.0,378.0,United Airlines Flight 1175,2018,https://en.wikipedia.org/wiki/United_Airlines_Flight_1175,Pacific Ocean,-37.0528171,175.9374645,378.0,0.0,0.0
"12 March 2018 (2018-03-12);5 years, 8 months ago",Crashed on landing due to pilot error and loss of situational awareness,Bombardier Q400,US-Bangla Airlines,67.0,4.0,51.0,20.0,20.0,US-Bangla Airlines Flight 211,2018,https://en.wikipedia.org/wiki/US-Bangla_Airlines_Flight_211,Tribhuvan International Airport,27.6925806,85.3588972,71.0,0.7183098591549296,0.28169014084507044
28 June 2018 (2018-06-28),Stalled due to pilot error and spatial disorientation[1],Beechcraft C90 King Air,UY Aviation,0.0,4.0,5.0,3.0,0.0,"2018 UY aviation King Air C90 crash, Ghatkopar",2018,https://en.wikipedia.org/wiki/2018_UY_Aviation_King_Air_C90_crash,Jagruti Nagar,19.092,72.904,4.0,1.25,0.75
16 August 2018 (2018-08-16),Runway excursion due to pilot error[1],Boeing 737-800,XiamenAir,157.0,8.0,0.0,0.0,165.0,XiamenAir Flight 8667,2018,https://en.wikipedia.org/wiki/XiamenAir_Flight_8667,Ninoy Aquino International Airport,14.506583,121.016417,165.0,0.0,0.0
"September 9, 2018 (2018-09-09)",Controlled Flight Into Terrain caused by Pilot Error and Bad weather,Let L-410 Turbolet,Slaver Company for South West Aviation,20.0,3.0,20.0,,3.0,2018 Slav-Air Let L 410 crash,2018,https://en.wikipedia.org/wiki/Yirol_Let_L-410_Turbolet_crash,Lake Yirol,6.575722,30.496194,23.0,0.8695652173913043,0.0
5 May 2019,Loss of control during severe turbulence,Canadair CL-600-2B16 Challenger 601-3A,Compañía de Aviación y Logística Empresarial,11.0,2.0,13.0,,0.0,2019 Coahuila Challenger 604 Crash,2019,https://en.wikipedia.org/wiki/2019_Coahuila_Challenger_604_Crash,,,,13.0,1.0,0.0
21 January 2019 (2019-01-21),"Loss of control, mid-air breakup, crashed into the sea",Piper PA-46 Malibu,,1.0,1.0,2.0,,0.0,2019 English Channel Piper PA-46 crash,2019,https://en.wikipedia.org/wiki/2019_English_Channel_Piper_PA-46_crash,English Channel,49.82,-2.71,2.0,1.0,0.0
9 March 2019 (2019-03-09),Crashed onto ground after engine could not be feathered due to mechanical failure and inadequate maintenance,Douglas DC-3,Latinoamericana de Servicios Aereo,11.0,3.0,14.0,,0.0,2019 Colombia DC-3 crash,2019,https://en.wikipedia.org/wiki/2019_Laser_Aereo_DC-3_crash,"San Martín, Meta",3.573139,-73.078667,14.0,1.0,0.0
31 August 2019 (2019-08-31),"The helicopter entered servo transparency, locking up the controls. The pilot was unable to regain control before crashing into the ground",Airbus AS350,Helitrans,5.0,1.0,6.0,,0.0,2019 Alta helicopter crash,2019,https://en.wikipedia.org/wiki/2019_Alta_helicopter_crash,Skoddevarre,69.91833,23.15500,6.0,1.0,0.0
27 December 2019 (2019-12-27),"Crashed on takeoff in icy weather and ice on the wings, Pilot error",Fokker 100,Bek Air,93.0,5.0,13.0,66.0,85.0,Bek Air Flight 2100,2019,https://en.wikipedia.org/wiki/Bek_Air_Flight_2100,Almaty International Airport,43.36528,77.07139,98.0,0.1326530612244898,0.673469387755102
"May 8, 2019 (2019-05-08)",Runway excursion due to unstabilized approach and pilot error,Bombardier Dash-8-Q400,Biman Bangladesh Airlines,28.0,5.0,0.0,20.0,33.0,Biman Bangladesh Airlines Flight 060,2019,https://en.wikipedia.org/wiki/Biman_Bangladesh_Airlines_Flight_060,Yangon International Airport,16.9122626,96.13680793418538,33.0,0.0,0.6060606060606061
24 February 2019 (2019-02-24),Attempted hijacking,Boeing 737-8E9,Biman Bangladesh Airlines,134.0,14.0,1.0,1.0,147.0,Biman Bangladesh Airlines Flight 147,2019,https://en.wikipedia.org/wiki/Biman_Bangladesh_Airlines_Flight_147,Dhaka,23.7644025,90.389015,148.0,0.006756756756756757,0.006756756756756757
"
Lion Air accident: October 29, 2018
Ethiopian Airlines accident: March 10, 2019
First grounding: March 10, 2019 (2019-03-10) by Ethiopian Airlines (superseded)
First grounding order: March 11, 2019 (2019-03-11) by the Civil Aviation Administration of China (CAAC)  – January 13, 2023 (2023-01-13)[1]
FAA grounding order March 13, 2019 (2019-03-13) – November 18, 2020 (2020-11-18)
",,,,,,,,,,2019,https://en.wikipedia.org/wiki/Boeing_737_MAX_groundings,,,,0.0,0.0,0.0
24 November 2019,Crashed shortly after take off due to engine failure; under investigation,Dornier 228-201,Busy Bee Congo,20.0,2.0,26.0,1.0,1.0,2019 Busy Bee Congo Dornier 228 crash,2019,https://en.wikipedia.org/wiki/2019_Busy_Bee_Congo_Dornier_228_crash,Goma International Airport,-1.68139,29.23944,22.0,1.1818181818181819,0.045454545454545456
9 December 2019 (2019-12-09),Crashed into the sea,C-130 Hercules,Chilean Air Force,21.0,17.0,38.0,,0.0,2019 Chilean Air Force C-130 crash,2019,https://en.wikipedia.org/wiki/2019_Chilean_Air_Force_C-130_crash,Drake Passage,-58.555462,-62.48308020569927,38.0,1.0,0.0
10 March 2019 (2019-03-10),Loss of control due to runaway trim caused by activation of MCAS,Boeing 737 MAX 8,Ethiopian Airlines,149.0,8.0,157.0,,0.0,Ethiopian Airlines Flight 302,2019,https://en.wikipedia.org/wiki/Ethiopian_Airlines_Flight_302,Bishoftu,8.87694,39.25111,157.0,1.0,0.0
3 June 2019 (2019-06-03),Crashed in hilly terrain,Antonov An-32,Indian Air Force,,,13.0,,0.0,2019 Indian Air Force An-32 crash,2019,https://en.wikipedia.org/wiki/2019_Indian_Air_Force_An-32_crash,Arunachal Pradesh,28.0937702,94.5921326,0.0,0.0,0.0
25 November 2019 (2019-11-25),Mid-air collision,,French Armed Forces,,,13.0,,0.0,2019 Ménaka mid-air collision,2019,https://en.wikipedia.org/wiki/2019_M%C3%A9naka_mid-air_collision,Ménaka Region,-7.159795,145.8110764,0.0,0.0,0.0
30 July 2019 (2019-07-30),"Impacted residential structures, cause remains unknown at this time",Beechcraft King Air 350i,Pakistan Army,,5.0,5.0,,0.0,2019 Pakistan Army King Air 350i crash,2019,https://en.wikipedia.org/wiki/2019_Pakistan_Army_military_plane_crash,Rawalpindi,33.5914237,73.0535122,5.0,1.0,0.0
"October 17, 2019",Runway excursion,Saab 2000,PenAir d/b/a Alaska Airlines,39.0,3.0,1.0,11.0,41.0,PenAir Flight 3296,2019,https://en.wikipedia.org/wiki/PenAir_Flight_3296,Unalaska Airport,53.89907,-166.54449872063554,42.0,0.023809523809523808,0.2619047619047619
"September 1, 2019 (2019-09-01)",Loss of control,Beechcraft B300 King Air 350,Lionair (Philippines),7.0,2.0,9.0,2.0,0.0,2019 Philippines Beechcraft King Air crash,2019,https://en.wikipedia.org/wiki/2019_Philippines_Beechcraft_King_Air_crash,Pansol,14.1760056,121.19278,9.0,1.0,0.2222222222222222
14 January 2019 (2019-01-14),Runway overrun,Boeing 707-3J9C,Saha Airlines,0.0,16.0,15.0,1.0,1.0,2019 Saha Airlines Boeing 707 crash,2019,https://en.wikipedia.org/wiki/2019_Saha_Airlines_Boeing_707_crash,Fath Air Base,35.72083,50.92694,16.0,0.9375,0.0625
11 February 2019 (2019-02-11),Under investigation,Bell 206B,RQ Serviços Aéreos Especializados Ltda.,1.0,1.0,2.0,1.0,0.0,2019 São Paulo Bell 206B accident,2019,https://en.wikipedia.org/wiki/2019_S%C3%A3o_Paulo_helicopter_crash,São Paulo,-23.451989,-46.786984,2.0,1.0,0.5
14 July 2019 (2019-07-14),Structural failure following departure from controlled flight,Gippsland GA8 Airvan,Skydive Umeå,8.0,1.0,9.0,,0.0,2019 Skydive Umeå Gippsland GA8 Airvan crash,2019,https://en.wikipedia.org/wiki/Skydive_Ume%C3%A5_Gippsland_GA8_Airvan_crash,Umeå,63.8256568,20.2630745,9.0,1.0,0.0
"February 27, 2019 (2019-02-27)",Crashed shortly after take-off; under investigation,Eurocopter AS350 B3e,Air Dynasty,6.0,1.0,7.0,,0.0,2019 Air Dynasty helicopter crash (Nepali: २०७५ ताप्लेजुङ हेलिकप्टर दुर्घटना),2019,https://en.wikipedia.org/wiki/2019_Air_Dynasty_helicopter_crash,Taplejung,27.3586978,87.6727257,7.0,1.0,0.0
4 October 2019 (2019-10-04),Pilot error due to fatigue; Bad weather,Antonov An-12,Ukraine Air Alliance,1.0,7.0,5.0,3.0,3.0,Ukraine Air Alliance Flight 4050,2019,https://en.wikipedia.org/wiki/Ukraine_Air_Alliance_Flight_4050,,49.79139,23.98556,8.0,0.625,0.375
"2020, July 14",Animal caused accident,Havilland Canada Dash 8-400,Bluebird Aviation,0.0,3.0,0.0,3.0,3.0,2020 Bluebird Aviation Crash,2020,https://en.wikipedia.org/wiki/2020_Bluebird_Aviation_Crash,Beledweyne Airport,4.76598555,45.238385927702296,3.0,0.0,1.0
22 August 2020 (2020-08-22),Crash during take off,Antonov An-26B,South West Aviation,,,8.0,1.0,1.0,2020 South West Aviation Antonov An-26 crash,2020,https://en.wikipedia.org/wiki/2020_South_West_Aviation_Antonov_An-26_crash,Juba Airport,4.84861,31.55000,0.0,0.0,0.0
"May 17, 2020",,,,,,,1.0,,,2020,https://en.wikipedia.org/wiki/2020_Snowbirds_crash,,,,0.0,0.0,0.0
30 December 2020 Around 13:24 AST (10:24 UTC)[1][b],,,,,,,,,,2020,https://en.wikipedia.org/wiki/2020_Aden_airport_attack,,,,0.0,0.0,0.0
7 August 2020 (2020-08-07),Runway overrun in poor weather conditions due to pilot error,Boeing 737-8HG(SFP),Air India Express,184.0,6.0,21.0,167.0,169.0,Air India Express Flight 1344,2020,https://en.wikipedia.org/wiki/Air_India_Express_Flight_1344,Calicut International Airport,11.13306,75.97028,190.0,0.11052631578947368,0.8789473684210526
27 January 2020 (2020-01-27),Runway excursion after an unstabilized approach,McDonnell Douglas MD-83,Caspian Airlines,135.0,9.0,0.0,2.0,144.0,Caspian Airlines Flight 6936,2020,https://en.wikipedia.org/wiki/Caspian_Airlines_Flight_6936,Mahshahr Airport,30.56090975,49.14683456086563,144.0,0.0,0.013888888888888888
25 September 2020 (2020-09-25)20:45 Kyiv Time,Temperature control system malfunction that lead to Pilot error,An-26Sh,Ukrainian Air Force,20.0,7.0,26.0,1.0,1.0,2020 Chuhuiv An-26 crash,2020,https://en.wikipedia.org/wiki/2020_Chuhuiv_An-26_crash,Highway M03,49.860167,36.644083,27.0,0.9629629629629629,0.037037037037037035
23 January 2020 (2020-01-23),Collision with terrain after a stall during hazardous weather conditions.,Lockheed EC-130Q Hercules,Coulson Aviation (Australia),,3.0,3.0,,0.0,2020 Coulson Aviation Lockheed C‐130 Hercules crash,2020,https://en.wikipedia.org/wiki/2020_Coulson_Aviation_Lockheed_C-130_Hercules_crash,Cooma,-36.000200,149.384300,3.0,1.0,0.0
4 May 2020 (2020-05-04),Allegedly shot down by Ethiopian National Defense Force,Embraer EMB 120 Brasilia,East African Express Airways,4.0,2.0,6.0,,0.0,2020 East African Express Airways Brasilia crash,2020,https://en.wikipedia.org/wiki/2020_East_African_Express_Airways_Brasilia_crash,Berdale,3.2150066,43.1983518,6.0,1.0,0.0
2 January 2020 (2020-01-02),Pilot error due to inclement weather,Sikorsky UH-60 Black Hawk, Republic of China Air Force,10.0,3.0,8.0,5.0,5.0,2020 ROCAF UH-60M crash,2020,https://en.wikipedia.org/wiki/2020_ROCAF_UH-60M_crash,Wulai District,24.8639758,121.5512547,13.0,0.6153846153846154,0.38461538461538464
22 May 2020 (2020-05-22),"Belly landing, subsequent crash during go-around after dual engine flameout",Airbus A320-214,Pakistan International Airlines,91.0,8.0,98.0,9.0,2.0,Pakistan International Airlines Flight 8303,2020,https://en.wikipedia.org/wiki/Pakistan_International_Airlines_Flight_8303,Model Colony,24.91167,67.18778,99.0,0.98989898989899,0.09090909090909091
5 February 2020 (2020-02-05),Runway Overrun during landing.,Boeing 737-86J[a],Pegasus Airlines,177.0,6.0,3.0,179.0,180.0,Pegasus Airlines Flight 2193,2020,https://en.wikipedia.org/wiki/Pegasus_Airlines_Flight_2193,Istanbul Sabiha Gökçen International Airport,40.9055063,29.3264491,183.0,0.01639344262295082,0.9781420765027322
9 November 2020 (2020-11-09),Shot down by man-portable air-defense system surface-to-air missile,Mil Mi-24,Russian Air Force,,,2.0,1.0,,Russian Mil Mi-24 shootdown,2020,https://en.wikipedia.org/wiki/2020_Russian_Mil_Mi-24_shootdown,Yeraskh,39.7414175,44.8289459,0.0,0.0,0.0
8 January 2020 (2020-01-08),Struck by two surface-to-air missiles (Tor M-1) fired by the Islamic Revolutionary Guard Corps[1],Boeing 737-8KV,Ukraine International Airlines,167.0,9.0,176.0,,0.0,Ukraine International Airlines Flight 752,2020,https://en.wikipedia.org/wiki/Ukraine_International_Airlines_Flight_752,Shahriar County,35.56111,51.10389,176.0,1.0,0.0
27 January 2020 (2020-01-27),Engine loss caused by a broken turbine blade;[1] shut-down of operating engine,Northrop Grumman E-11A(Bombardier Global Express),"430th Expeditionary Electronic Combat Squadron, USAF",,2.0,4.0,,,2020 United States Air Force E-11A crash,2020,https://en.wikipedia.org/wiki/2020_United_States_Air_Force_E-11A_crash,Dih Yak District,33.4571456,68.6756926,2.0,2.0,0.0
30 November 2021 (2021-11-30),Under investigation,Helicopter,State Border Service of Azerbaijan,,,14.0,2.0,,Garaheybat Mil Mi-17 crash,2021,https://en.wikipedia.org/wiki/2021_Garaheybat_Mil_Mi-17_crash,,,,0.0,0.0,0.0
5 November 2021 (2021-11-05),"Crashed on final approach, under investigation",Beechcraft C90A King Air,PEC Aviation,3.0,2.0,5.0,,0.0,2021 Piedade de Caratinga Beechcraft King Air crash,2021,https://en.wikipedia.org/wiki/2021_Piedade_de_Caratinga_Beechcraft_King_Air_crash,Piedade de Caratinga,-19.768194,-42.1076722,5.0,1.0,0.0
15 December 2021 (2021-12-15),"Crashed shortly after takeoff, under investigation",Gulfstream G-IVSP,Helidosa Aviation Group,6.0,3.0,9.0,,0.0,2021 Punta Caucedo Gulfstream G-IVSP crash,2021,https://en.wikipedia.org/wiki/2021_Punta_Caucedo_Gulfstream_G-IVSP_crash,Las Américas International Airport,18.42929615,-69.6715123798729,9.0,1.0,0.0
2 March 2021 (2021-03-02),Engines failed after takeoff,Let L-410 Turbolet,South Sudan Supreme Airlines,8.0,2.0,10.0,,0.0,2021 South Sudan Supreme Airlines Let L-410 Turbolet crash,2021,https://en.wikipedia.org/wiki/2021_South_Sudan_Supreme_Airlines_Let_L-410UVP-E_crash,Pieri,8.0418191,32.0297593,10.0,1.0,0.0
"March 7, 2021 (2021-03-07)",Loss of control during takeoff due to collision with trees,Eurocopter AS350 Écureuil,Dolijet,1.0,1.0,2.0,,0.0,2021 Touques Airbus AS350B helicopter crash,2021,https://en.wikipedia.org/wiki/2021_Touques_Airbus_AS350B_helicopter_crash,"Touques, Calvados",49.343477,0.1016715,2.0,1.0,0.0
"March 5, 2021 (2021-03-05)",Crashed following tail rotor collision with terrain,Robinson R44,,1.0,1.0,1.0,1.0,1.0,2021 Xumabee Game Ranch helicopter crash,2021,https://en.wikipedia.org/wiki/2021_Xumabee_Game_Ranch_helicopter_crash,,-23.4393,25.7516,2.0,0.5,0.5
4 March 2021 (2021-03-04),Crashed into terrain; under investigation,Eurocopter AS532 Cougar, Turkish Air Force,,,11.0,2.0,2.0,2021 Turkish Air Force Eurocopter AS532 Cougar crash,2021,https://en.wikipedia.org/wiki/2021_Turkish_Air_Force_Eurocopter_AS532_Cougar_crash,Tatvan,38.4931961,42.2878112,0.0,0.0,0.0
3 November 2021 (2021-11-03),"Crashed after attempting a go-around, under investigation",Antonov An-12BK,Grodno Aviakompania,2.0,7.0,9.0,,0.0,Grodno Aviakompania Flight 1252,2021,https://en.wikipedia.org/wiki/Grodno_Aviakompania_Flight_1252,International Airport Irkutsk,,,9.0,1.0,0.0
8 December 2021 (2021-12-08),"Controlled flight into terrain, due to weather-related spatial disorientation[1][2]",Mil Mi-17V-5,Indian Air Force,10.0,4.0,14.0,,0.0,2021 Indian Air Force Mi-17 crash,2021,https://en.wikipedia.org/wiki/2021_Indian_Air_Force_Mil_Mi-17_crash,Bandishola,11.33250,76.80778,14.0,1.0,0.0
20 February 2021,Engine failure with parts detached from aircraft; under investigation,Boeing 747-412(BCF),Longtail Aviation,,,0.0,0.0,,Longtail Aviation Flight 5504,2021,https://en.wikipedia.org/wiki/Longtail_Aviation_Flight_5504,Meerssen,50.90470915,5.735207828646779,0.0,0.0,0.0
3 October 2021 (2021-10-03),Under investigation,Pilatus PC-12/47E,,6.0,2.0,8.0,,0.0,2021 Milan airplane crash,2021,https://en.wikipedia.org/wiki/2021_Milan_airplane_crash,San Donato Milanese,45.4288,9.2545,8.0,1.0,0.0
21 May 2021 (2021-05-21),Crashed on route; under investigation,Beechcraft King Air 350i, Nigerian Air Force,7.0,4.0,11.0,0.0,0.0,2021 Nigerian Air Force Beechcraft King Air 350i crash,2021,https://en.wikipedia.org/wiki/2021_Nigerian_Air_Force_Beechcraft_King_Air_350i_crash,Kaduna International Airport,,,11.0,1.0,0.0
"January 24, 2021 (2021-01-24)",Crashed shortly after takeoff; under investigation,Beechcraft Baron,Construtora Meirelles Mascarenhas Ltda,5.0,1.0,6.0,,0.0,2021 Palmas FR plane crash,2021,https://en.wikipedia.org/wiki/2021_Palmas_FR_plane_crash,Porto Nacional,-10.7019786,-48.4110952,6.0,1.0,0.0
"July 4, 2021 (2021-07-04)","Failed go-around attempt, resulting in loss of control; under investigation",Lockheed C-130H Hercules, Philippine Air Force,96.0,8.0,50.0,46.0,54.0,2021 Philippine Air Force C-130 crash,2021,https://en.wikipedia.org/wiki/2021_Philippine_Air_Force_C-130_crash,Patikul,6.05250,121.02750,104.0,0.4807692307692308,0.4423076923076923
23 May 2021 (2021-05-23),Forced landing and arrest of two passengers,Boeing 737-8AS,Buzz on behalf of Ryanair,126.0,6.0,0.0,0.0,132.0,Ryanair Flight 4978,2021,https://en.wikipedia.org/wiki/Ryanair_Flight_4978,Minsk National Airport,53.889914250000004,28.035024334224303,132.0,0.0,0.0
9 January 2021 (9 January 2021),Crashed into the sea following loss of control during climb,Boeing 737-524,Sriwijaya Air,50.0,12.0,62.0,,0.0,Sriwijaya Air Flight 182,2021,https://en.wikipedia.org/wiki/Sriwijaya_Air_Flight_182,Thousand Islands,-5.96389,106.57444,62.0,1.0,0.0
"June 24, 2022",Crash landing,Ilyushin Il-76MD,Russian Air Force,,9.0,5.0,4.0,4.0,2022 Russian Air Force Ilyushin Il-76 crash,2022,https://en.wikipedia.org/wiki/2022_Russian_Air_Force_Ilyushin_Il-76_crash,"Mikhaylovsky District, Ryazan Oblast",54.62417,39.65361,9.0,0.5555555555555556,0.4444444444444444
"February 26, 2022 (2022-02-26)",Crashed into the Indian Ocean,Cessna 208D Caravan,AB Aviation,12.0,2.0,13.0,,0.0,AB Aviation Flight 1103,2022,https://en.wikipedia.org/wiki/AB_Aviation_Flight_1103,Indian Ocean,-9.9999999,69.9999999,14.0,0.9285714285714286,0.0
4 September 2022 (2022-09-04)17:31 (GMT),Crashed into the sea; under investigation,Cessna 551 Citation II/SP[1],GG Rent GmbH,3.0,1.0,4.0,,0.0,2022 Baltic Sea Cessna Citation crash,2022,https://en.wikipedia.org/wiki/2022_Baltic_Sea_Cessna_Citation_crash,Baltic Sea,57.66500,21.094000,4.0,1.0,0.0
21 March 2022 (2022-03-21),"Crashed into terrain, under investigation",Boeing 737-89P,China Eastern Yunnan Airlines,123.0,9.0,132.0,,0.0,China Eastern Airlines Flight 5735,2022,https://en.wikipedia.org/wiki/China_Eastern_Airlines_Flight_5735,Teng County,23.32417,111.11194,132.0,1.0,0.0
7 April 2022; 20 months ago (2022-04-07),Hydraulic failure followed by Runway excursion,Boeing 757-27A (PCF),DHL de Guatemala for DHL Aero Expreso,0.0,2.0,0.0,0.0,2.0,DHL de Guatemala Flight 7216,2022,https://en.wikipedia.org/wiki/DHL_de_Guatemala_Flight_7216,Juan Santamaría International Airport,9.995029833,-84.2026000,2.0,0.0,0.0
29 July 2022 (2022-07-29),"Crashed while hovering, under investigation",Mil Mi-8,Border Police of Georgia,4.0,4.0,8.0,,0.0,2022 Gudauri helicopter crash,2022,https://en.wikipedia.org/wiki/2022_Gudauri_helicopter_crash,Gudauri,42.4765577,44.4770286,8.0,1.0,0.0
3 February 2022 (2022-02-03),"Water landing of unknown cause, under investigation.",Cessna 172N,Volcano Air ehf.,3.0,1.0,4.0,,0.0,2022 Þingvallavatn plane crash,2022,https://en.wikipedia.org/wiki/2022_%C3%9Eingvallavatn_plane_crash,Þingvallavatn,64.1316,-21.0759,4.0,1.0,0.0
23 October 2022 (2022-10-23)~17:30 (UTC+08:00),Crashed into a residential building; Under investigation,Sukhoi Su-30SM,,,2.0,2.0,0.0,0.0,2022 Irkutsk military aircraft crash,2022,https://en.wikipedia.org/wiki/2022_Irkutsk_military_aircraft_crash,Irkutsk,52.33306,104.19861,2.0,1.0,0.0
18 July 2022 11:28 am (EAT),"Crashed on landing, under investigation",Fokker 50,Jubba Airways,33.0,3.0,0.0,16.0,36.0,2022 Jubba Airways Fokker 50 crash,2022,https://en.wikipedia.org/wiki/2022_Jubba_Airways_Fokker_50_crash,Aden Adde International Airport,2.0140883,45.30403425603224,36.0,0.0,0.4444444444444444
